"x","y","z"
-1.76786133786663,2.15164311928675,-10.5177796628834
1.01632562931627,3.9102241047658,9.08860690543022
4.17430482106283,-3.34810557076707,23.3203316189822
-3.52662338409573,2.88158096605912,-16.3582952452971
2.3630506452173,-1.94824757520109,11.7954538883264
3.97057047812268,2.39938947372139,44.1452273222292
-1.62963995477185,-3.90479389112443,-0.129065251545052
-2.02666260534897,-1.78575992118567,-3.40681885642705
1.90721320454031,3.05729073705152,18.0044334940979
0.480573647655547,-3.411404567305,-0.00561186743986419
2.57816228317097,-4.94078365853056,5.79959009648922
1.90388335613534,0.970730369444937,13.9923460081272
2.20565327443182,0.354764293879271,15.6756597656173
1.5638130879961,3.08328861370683,14.0862639023524
0.883986530825496,-1.50539179798216,2.87061876777697
-0.992850374896079,2.37899682717398,-7.34048789928538
1.9774636416696,4.28667380707338,21.2744222596582
2.55923848832026,-2.91286575840786,10.8911759214735
-2.42282369174063,3.77645280910656,-16.3937231540873
1.5327681764029,-1.22314743697643,7.1384176981617
2.92622648645192,1.38835016172379,26.2565608979784
-1.30511536728591,-1.3468907866627,-4.06440285077442
4.23184411367401,4.81864898465574,58.4594965123841
2.33218977227807,-0.133670414797962,15.7883132210608
2.64330897945911,1.4441256178543,23.0208974713259
-0.349313833285123,-0.649835288058966,-2.39755255682545
-1.94258397445083,-2.93821387458593,-1.23156018818127
4.20076004695147,1.85526243178174,45.4436975068599
0.629563734401017,4.18969352496788,5.18184826925258
-2.86433742148802,4.62620133999735,-20.3682598607959
-2.9737373185344,-0.511466993484646,-5.50460446730395
-3.6332149989903,4.76142457686365,-23.2651029552854
-0.278469552285969,3.31845076521859,-3.23888996875295
2.34614078653976,-2.14737976668403,11.1970252681566
0.37824749480933,0.312569411471486,1.1525372382193
1.83274199953303,3.51301701273769,17.9611070588359
3.3304305979982,2.69136095419526,35.7073118301832
0.429230991285294,-2.02012942172587,0.463292046094245
-1.30225517321378,-4.42362310132012,-0.0547212618647386
0.354748931713402,0.0144079886376858,0.904702681696169
-4.20859197853133,-1.06063573621213,0.133069600667667
4.43787707015872,2.44578368263319,51.7382255643603
-3.55608646292239,4.32926507201046,-21.5299222998112
1.77904543466866,2.39668085705489,15.32403396906
-3.40320719406009,-0.431568268686533,-4.96550052787604
-4.451185062062,-3.30676889978349,11.2761634768213
-4.34065789682791,-3.81811711471528,12.7111616981576
0.216802135109901,4.9461574642919,1.20335134018598
3.79343743436038,-3.36955837439746,19.5751458655068
0.389398175757378,-3.01094873575494,-0.0738361269318912
3.84631885914132,1.46068680798635,38.6440302787496
-2.72244804305956,-0.269737034104764,-6.46617180749977
3.51004119962454,3.71509195072576,41.9107210286253
-0.932066447567195,2.95659395866096,-7.54732640310319
-2.14638585457578,1.63998883450404,-10.6450058721976
4.70593759790063,-2.88535138824955,31.0972530837196
1.51831601280719,0.539405131712556,9.71585102765222
1.94180621765554,-0.478155217133462,11.5511577015692
-2.8552579251118,4.93670902447775,-21.2193693727563
-1.15785924484953,1.35031461715698,-7.0121324562948
-2.39894476020709,-1.64992510108277,-3.28170866253373
1.85585696483031,1.45783372921869,14.4290207779958
2.16115148738027,2.2134778695181,19.2599941782996
4.23348010750487,1.34749024175107,43.794327491674
-0.121253510005772,-2.8307546605356,-1.248326197785
2.13458433980122,-1.08748677419499,11.9080397647932
0.442870105616748,1.70957094291225,2.1676023225796
2.12091219145805,2.06079962896183,18.473604538383
0.28228227281943,0.851702964864671,0.731515294334297
-1.9967727153562,0.711455452255905,-8.41737713524603
4.56205475376919,-4.54410525271669,21.8921603754503
1.39670797856525,-3.23267838452011,3.41922537841939
3.66725697182119,1.09997161431238,34.8189371278695
0.835185730829835,0.0268216873519123,3.89586494968404
4.01827451307327,-1.21710232226178,30.3472513864337
1.9784670136869,-4.70427381806076,3.49941622029751
1.46332242060453,3.76994778169319,13.9745737231265
-0.0713068689219654,-4.57597643136978,-1.02515112347268
-3.00692138029262,-0.573830576613545,-5.26756728471731
-4.58053142763674,0.202870632056147,-3.85064428449353
-2.31986027909443,2.38200489198789,-12.7434682144834
-4.87507954938337,4.245251044631,-22.3049336837799
3.42089585261419,2.16538344044238,35.2145589282328
-4.37459675827995,1.96544991806149,-12.3339378339597
-4.06353441532701,1.92558895563707,-12.6300571230928
-3.57019549468532,1.88469446264207,-12.8334092825383
0.982454374898225,3.74867481645197,8.56039044674182
-0.721496313344687,-3.56133773457259,-1.51743259048402
3.75475388253108,4.94436973473057,50.4368375891863
-1.96428475901484,1.91833471180871,-10.7311648176712
2.80710183084011,-0.156618852633983,20.4756847749335
2.19142943387851,0.8497682842426,16.6217173631273
-4.86091589555144,-0.9223343571648,2.80731360362307
-3.08329951250926,0.0291926669888198,-6.99977141460194
2.8171990881674,-0.262638907879591,20.2827000514126
2.9231670871377,1.63269229233265,26.9333736273838
0.397937670350075,0.426151729188859,1.31762456756309
2.05101553350687,-4.06064809765667,5.13329006182188
0.132472603581846,2.32956515392289,-0.0114844302373105
2.89744044886902,-1.80722097633407,16.6460482422125
-2.79027897398919,0.977267399430275,-9.89258679385518
2.30234631802887,1.04349632747471,18.2150200857235
-2.90174082620069,0.529101460706443,-8.62391961829789
-0.821814599912614,0.794152172747999,-5.08633961305017
0.251271466258913,-1.5804406395182,-0.0776249557764425
-3.99125346215442,2.27486443240196,-14.1057236533687
0.457505236845464,4.99411018565297,3.78166878928785
-1.35669978102669,3.92803142312914,-11.2720239809209
-1.18452657945454,-4.31089440360665,-0.413160677544517
4.4797071814537,4.87968700006604,63.3258812362785
-1.32292644586414,4.9510204885155,-12.4143337864263
2.28591084713116,-0.924023070838302,13.542708276059
-4.07331147463992,0.41290654335171,-6.45658796475478
3.27625995501876,-0.0831309077329934,25.8428206039234
1.221923828125,3.73488314449787,11.166459691889
-3.08865190017968,-4.29337234003469,6.3572436958122
